name,bg_img_link,mark,category,rating,price,address,role,city,int_price
Enakshi Creations,https://cdn.venuelook.com/uploads/vendoralbums/album_9116/thumb/photo_9116_171723102550597_fix_w_480.jpg,Kolkata photographer,photographers,4.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Fhotocap,https://cdn.venuelook.com/uploads/vendoralbums/album_9117/thumb/photo_9117_171723155447144_fix_w_480.jpg,Kolkata photographer,photographers,4.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Ankita Digital Works,https://cdn.venuelook.com/uploads/vendoralbums/album_9122/thumb/photo_9122_171723398450463_fix_w_480.jpg,Kolkata photographer,photographers,4.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
View Finder-...,https://cdn.venuelook.com/uploads/vendoralbums/album_9126/thumb/photo_9126_171723507575230_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  50000,Kolkata photographer,photographers,kolkata,50000
The Vedic Wedding,https://cdn.venuelook.com/uploads/vendoralbums/album_9127/thumb/photo_9127_171723560353729_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Naanis Video,https://cdn.venuelook.com/uploads/vendoralbums/album_9129/thumb/photo_9129_17172371104934_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  50000,Kolkata photographer,photographers,kolkata,50000
Infinity Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_9132/thumb/photo_9132_171723807682836_fix_w_480.jpg,Kolkata photographer,photographers,4.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Candid Clicks Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_9133/thumb/photo_9133_171723934470816_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Picture Perfect Wedding,https://cdn.venuelook.com/uploads/vendoralbums/album_9134/thumb/photo_9134_171724115319841_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Classy Touch Wedding...,https://cdn.venuelook.com/uploads/vendoralbums/album_9136/thumb/photo_9136_171724188398877_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  70000,Kolkata photographer,photographers,kolkata,70000
Kumaresh Halder...,https://cdn.venuelook.com/uploads/vendoralbums/album_9138/thumb/photo_9138_171724273870022_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
PicSale Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_9144/thumb/photo_9144_171724769735037_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  35000,Kolkata photographer,photographers,kolkata,35000
Samanway Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_9147/thumb/photo_9147_17172488781297_fix_w_480.jpg,Kolkata photographer,photographers,3.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
The Perfect Hitch,https://cdn.venuelook.com/uploads/vendoralbums/album_9079/thumb/photo_9079_171713486948863_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  70000,Kolkata photographer,photographers,kolkata,70000
Das Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_9081/thumb/photo_9081_171713767453861_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
The Bonding,https://cdn.venuelook.com/uploads/vendoralbums/album_9082/thumb/photo_9082_171714616473971_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Dariya Event...,https://cdn.venuelook.com/uploads/vendoralbums/album_9083/thumb/photo_9083_171714766386060_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  35000,Kolkata photographer,photographers,kolkata,35000
Karuna Jasmine...,https://cdn.venuelook.com/uploads/vendoralbums/album_9084/thumb/photo_9084_171714963577329_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Photostories - by...,https://cdn.venuelook.com/uploads/vendoralbums/album_9085/thumb/photo_9085_171715034438690_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Picture Perfect Studioz,https://cdn.venuelook.com/uploads/vendoralbums/album_9086/thumb/photo_9086_171715144518271_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Art n Artistry,https://cdn.venuelook.com/uploads/vendoralbums/album_9092/thumb/photo_9092_171715342536620_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Sanhita Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_9095/thumb/photo_9095_171715435810061_fix_w_480.jpg,Kolkata photographer,photographers,5.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Kolkata Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_9097/thumb/photo_9097_171715559749813_fix_w_480.jpg,Kolkata photographer,photographers,4.0,Starting Price:  40000,Kolkata photographer,photographers,kolkata,40000
Flyfrog,https://cdn.venuelook.com/uploads/vendoralbums/album_8917/thumb/photo_8917_16615994089705_fix_w_480.jpg,"Halasuru, Bangalore photographer",photographers,5.0,Starting Price:  40000,"Halasuru, Bangalore photographer",photographers,bangalore,40000
Wedding Fotographers,https://cdn.venuelook.com/uploads/vendoralbums/album_8271/thumb/photo_8271_165875496182077_fix_w_480.jpeg,"Uttarahalli, Bangalore photographer",photographers,5.0,Starting Price:  29000,"Uttarahalli, Bangalore photographer",photographers,bangalore,29000
Studio Behold,https://cdn.venuelook.com/uploads/vendoralbums/album_430/thumb/photo_430_158929142091050_480.jpg,"Arekere, Bangalore photographer",photographers,4.0,Starting Price:  15000,"Arekere, Bangalore photographer",photographers,bangalore,15000
The Third Eye...,https://cdn.venuelook.com/uploads/vendoralbums/album_404/thumb/photo_404_158929106733140_480.jpg,"Indiranagar, Bangalore photographer",photographers,5.0,Starting Price:  7000,"Indiranagar, Bangalore photographer",photographers,bangalore,7000
Wedlock Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_393/thumb/photo_393_158928984283456_480.jpg,"Mahatma Gandhi Road, Bangalore photographer",photographers,5.0,Starting Price:  7000,"Mahatma Gandhi Road, Bangalore photographer",photographers,bangalore,7000
Sunitha Nadig...,https://cdn.venuelook.com/uploads/vendoralbums/album_357/thumb/photo_357_158935000277575_480.jpg,"Kasturinagar, Bangalore photographer",photographers,4.0,Starting Price:  65000,"Kasturinagar, Bangalore photographer",photographers,bangalore,65000
Arsty Lens,https://cdn.venuelook.com/uploads/vendoralbums/album_355/thumb/photo_355_15893587975017_480.jpg,"Mahatma Gandhi Road, Bangalore photographer",photographers,4.0,Starting Price:  15000,"Mahatma Gandhi Road, Bangalore photographer",photographers,bangalore,15000
Shishir Gaurav...,https://cdn.venuelook.com/uploads/vendoralbums/album_345/thumb/photo_345_15893589254447_480.jpg,"Akshayanagar, Bangalore photographer",photographers,4.0,Starting Price:  15000,"Akshayanagar, Bangalore photographer",photographers,bangalore,15000
Sidphoto,https://cdn.venuelook.com/uploads/vendoralbums/album_335/thumb/photo_335_158935904935479_480.jpg,"Adugodi, Bangalore photographer",photographers,4.0,Starting Price:  15000,"Adugodi, Bangalore photographer",photographers,bangalore,15000
Pixel Stream Studios,https://cdn.venuelook.com/uploads/vendoralbums/album_1180/thumb/photo_1180_158935919480677_480.jpg,"Banashankari, Bangalore photographer",photographers,4.0,Starting Price:  10000,"Banashankari, Bangalore photographer",photographers,bangalore,10000
The Wedding Moments,https://cdn.venuelook.com/uploads/vendoralbums/album_231/thumb/photo_231_158934978466819_480.jpg,"Basavanagudi, Bangalore photographer",photographers,4.0,Starting Price:  14000,"Basavanagudi, Bangalore photographer",photographers,bangalore,14000
Mangotree Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_228/thumb/photo_228_158935772227365_480.jpg,"Indiranagar, Bangalore photographer",photographers,3.0,Starting Price:  10000,"Indiranagar, Bangalore photographer",photographers,bangalore,10000
Pep Weddings,https://cdn.venuelook.com/uploads/vendoralbums/album_221/thumb/photo_221_158935856828262_480.jpg,"JP Nagar, Bangalore photographer",photographers,4.0,Starting Price:  20000,"JP Nagar, Bangalore photographer",photographers,bangalore,20000
Pixelena Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_215/thumb/photo_215_15893586836809_480.jpg,"RT Nagar, Bangalore photographer",photographers,4.0,Starting Price:  10000,"RT Nagar, Bangalore photographer",photographers,bangalore,10000
JMJ Digital Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_1037/thumb/photo_1037_158918706285387_fix_w_480.jpg,"Nethaji Nagar, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Nethaji Nagar, Bangalore photographer",photographers,bangalore,90000
RS Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_1682/thumb/photo_1682_1589976744119_fix_w_480.jpg,"Chamrajpet, Bangalore photographer",photographers,3.0,Starting Price:  50000,"Chamrajpet, Bangalore photographer",photographers,bangalore,50000
Compact Digital Wedding...,https://cdn.venuelook.com/uploads/vendoralbums/album_1033/thumb/photo_1033_158918537514624_fix_w_480.jpg,"Kadugondanahalli, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Kadugondanahalli, Bangalore photographer",photographers,bangalore,90000
CLISS Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_1030/thumb/photo_1030_158918466098003_fix_w_480.jpg,"Vigneshwara Street, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Vigneshwara Street, Bangalore photographer",photographers,bangalore,90000
Amar photography,https://cdn.venuelook.com/uploads/vendoralbums/album_1029/thumb/photo_1029_158918408570994_fix_w_480.jpg,"Rajajinagar, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Rajajinagar, Bangalore photographer",photographers,bangalore,90000
Future Fotography,https://cdn.venuelook.com/uploads/vendoralbums/album_1680/thumb/photo_1680_158997498731816_fix_w_480.jpg,"Mathigiri, Bangalore photographer",photographers,3.0,Starting Price:  30000,"Mathigiri, Bangalore photographer",photographers,bangalore,30000
Simply Framed...,https://cdn.venuelook.com/uploads/vendoralbums/album_1017/thumb/photo_1017_158917682625355_fix_w_480.jpg,"Bangalore, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Bangalore, Bangalore photographer",photographers,bangalore,90000
Metro Studios,https://cdn.venuelook.com/uploads/vendoralbums/album_1673/thumb/photo_1673_158995929128754_fix_w_480.jpg,"Mahalakshmi Layout, Bangalore photographer",photographers,3.0,Starting Price:  50000,"Mahalakshmi Layout, Bangalore photographer",photographers,bangalore,50000
CJR CERATIONS,https://cdn.venuelook.com/uploads/vendoralbums/album_1669/thumb/photo_1669_158990521843046_fix_w_480.JPG,"Ramamurthy Nagar, Bangalore photographer",photographers,3.0,Starting Price:  50000,"Ramamurthy Nagar, Bangalore photographer",photographers,bangalore,50000
Classic 5,https://cdn.venuelook.com/uploads/vendoralbums/album_1658/thumb/photo_1658_15898928579699_fix_w_480.jpg,"Koramangala , Bangalore photographer",photographers,3.0,Starting Price:  50000,"Koramangala , Bangalore photographer",photographers,bangalore,50000
Ashok Thunga...,https://cdn.venuelook.com/uploads/vendoralbums/album_895/thumb/photo_895_158886540550429_fix_w_480.jpg,"Hebbal , Bangalore photographer",photographers,3.0,Starting Price:  125000,"Hebbal , Bangalore photographer",photographers,bangalore,125000
Kagoo Pictures,https://cdn.venuelook.com/uploads/vendoralbums/album_864/thumb/photo_864_158885559788066_fix_w_480.jpg,"Indira Nagar, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Indira Nagar, Bangalore photographer",photographers,bangalore,90000
P4Photographi,https://cdn.venuelook.com/uploads/vendoralbums/album_832/thumb/photo_832_158883957952627_fix_w_480.jpg,"Koramangala, Bangalore photographer",photographers,3.0,Starting Price:  90000,"Koramangala, Bangalore photographer",photographers,bangalore,90000
Lokaso Media,https://cdn.venuelook.com/uploads/vendoralbums/album_7320/thumb/photo_7320_165511262528760_fix_w_480.png,"Vasco Da Gama, Goa photographer",photographers,3.0,Starting Price: 2200,"Vasco Da Gama, Goa photographer",photographers,goa,2200
Lens Of Life Creations,https://cdn.venuelook.com/uploads/vendoralbums/album_7324/thumb/photo_7324_165511629568379_fix_w_480.png,"Goa Velha, Goa photographer",photographers,3.0,Starting Price: 999,"Goa Velha, Goa photographer",photographers,goa,999
Shammi Sayyed...,https://cdn.venuelook.com/uploads/vendoralbums/album_7323/thumb/photo_7323_165511542137054_fix_w_480.jpg,"Ram Nagar, Goa photographer",photographers,3.0,Starting Price: 2000,"Ram Nagar, Goa photographer",photographers,goa,2000
Raaj Salgaonkar...,https://cdn.venuelook.com/uploads/vendoralbums/album_7322/thumb/photo_7322_165511415362565_fix_w_480.png,"Vasco da Gama, Goa photographer",photographers,3.0,Starting Price: 1400,"Vasco da Gama, Goa photographer",photographers,goa,1400
Rahul de Cunha Pictures,https://cdn.venuelook.com/uploads/vendoralbums/album_7227/thumb/photo_7227_165400536140048_fix_w_480.jpg,"Altinho, Goa photographer",photographers,3.0,Starting Price: 1500,"Altinho, Goa photographer",photographers,goa,1500
Picsaura Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_7210/thumb/photo_7210_165305387029417_fix_w_480.jpg,"Sanjay Place, Agra photographer",photographers,3.0,Starting Price:  40000,"Sanjay Place, Agra photographer",photographers,agra,40000
SSD Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_7207/thumb/photo_7207_165305241938551_fix_w_480.jpg,"Kamla Nagar, Agra photographer",photographers,3.0,Starting Price:  20000,"Kamla Nagar, Agra photographer",photographers,agra,20000
Filmphic Productions,https://cdn.venuelook.com/uploads/vendoralbums/album_7206/thumb/photo_7206_165305201992694_fix_w_480.jpg,"Paschim Puri, Agra photographer",photographers,3.0,Starting Price:  25000,"Paschim Puri, Agra photographer",photographers,agra,25000
Chopra Digital Colour...,https://cdn.venuelook.com/uploads/vendoralbums/album_7209/thumb/photo_7209_16530534476706_fix_w_480.png,"Raja ki Mandi, Agra photographer",photographers,3.0,Starting Price:  14000,"Raja ki Mandi, Agra photographer",photographers,agra,14000
Arora Studio The Mome,https://cdn.venuelook.com/uploads/vendoralbums/album_7208/thumb/photo_7208_165305304912158_fix_w_480.png,"Shahgani, Agra photographer",photographers,3.0,Starting Price:  25000,"Shahgani, Agra photographer",photographers,agra,25000
Sid Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_8109/thumb/photo_8109_16581303087789_fix_w_480.png,"Mukta Prasad Colony Rd, Bikaner photographer",photographers,3.0,Starting Price: 1800,"Mukta Prasad Colony Rd, Bikaner photographer",photographers,bikaner,1800
Neel Kamal Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8104/thumb/photo_8104_165812644757796_fix_w_480.png,"Bada Bazaar Rd, Bikaner photographer",photographers,3.0,Starting Price: 1500,"Bada Bazaar Rd, Bikaner photographer",photographers,bikaner,1500
Studio Wedding Workshop,https://cdn.venuelook.com/uploads/vendoralbums/album_8105/thumb/photo_8105_165812708891119_fix_w_480.png,"Jassusar Gate, Bikaner photographer",photographers,3.0,Starting Price: 1400,"Jassusar Gate, Bikaner photographer",photographers,bikaner,1400
Shree Shankar Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8102/thumb/photo_8102_165812507226865_fix_w_480.png,"Tilak Nagar, Bikaner photographer",photographers,3.0,Starting Price: 999,"Tilak Nagar, Bikaner photographer",photographers,bikaner,999
Ravi Gahlot Clicks,https://cdn.venuelook.com/uploads/vendoralbums/album_8103/thumb/photo_8103_16581255929929_fix_w_480.jpg,"Hammalon Ki Bari, Bikaner photographer",photographers,3.0,Starting Price: 1499,"Hammalon Ki Bari, Bikaner photographer",photographers,bikaner,1499
Jindal Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8107/thumb/200940798_1212077615878923_4230817382102466658_n_fix_w_480.jpg,"Kem Road, Bikaner photographer",photographers,3.0,Starting Price: 1400,"Kem Road, Bikaner photographer",photographers,bikaner,1400
Khushi Digital Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8106/thumb/photo_8106_165812825871945_fix_w_480.jpg,"M P Colony, Bikaner photographer",photographers,3.0,Starting Price: 1500,"M P Colony, Bikaner photographer",photographers,bikaner,1500
Jaisalmer photographer,https://cdn.venuelook.com/uploads/vendoralbums/album_8168/thumb/photo_8168_165829508931699_fix_w_480.jpg,"Dhibba Para, Jaisalmer photographer",photographers,3.0,Starting Price: 1499,"Dhibba Para, Jaisalmer photographer",photographers,jaisalmer,1499
Fashion Clicks,https://cdn.venuelook.com/uploads/vendoralbums/album_8171/thumb/photo_8171_165829740553541_fix_w_480.jpg,"Gandhi Colony, Jaisalmer photographer",photographers,3.0,Starting Price: 1200,"Gandhi Colony, Jaisalmer photographer",photographers,jaisalmer,1200
Chetan Vyas Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8169/thumb/photo_8169_165829590343586_fix_w_480.png,"Jai Narayan Vyas Colony, Jaisalmer photographer",photographers,3.0,Starting Price: 1700,"Jai Narayan Vyas Colony, Jaisalmer photographer",photographers,jaisalmer,1700
Raj Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8173/thumb/photo_8173_165829864765727_fix_w_480.jpg,"Gandhi Colony, Jaisalmer photographer",photographers,3.0,Starting Price: 1200,"Gandhi Colony, Jaisalmer photographer",photographers,jaisalmer,1200
Ashok Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_8166/thumb/photo_8166_165829391123623_fix_w_480.jpg,"Jetha Pada, Jaisalmer photographer",photographers,3.0,Starting Price: 1499,"Jetha Pada, Jaisalmer photographer",photographers,jaisalmer,1499
Click Arts Gopa,https://cdn.venuelook.com/uploads/vendoralbums/album_8167/thumb/photo_8167_165829441667495_fix_w_480.jpg,"Indira Colony, Jaisalmer photographer",photographers,3.0,Starting Price: 1800,"Indira Colony, Jaisalmer photographer",photographers,jaisalmer,1800
Swaroopi Video Mixing...,https://cdn.venuelook.com/uploads/vendoralbums/album_8172/thumb/photo_8172_165829817313895_fix_w_480.jpg,"Amar Sagar, Jaisalmer photographer",photographers,3.0,Starting Price: 2000,"Amar Sagar, Jaisalmer photographer",photographers,jaisalmer,2000
S S Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_8170/thumb/photo_8170_165829687286191_fix_w_480.jpg,"Suthar Para, Jaisalmer photographer",photographers,3.0,Starting Price: 1600,"Suthar Para, Jaisalmer photographer",photographers,jaisalmer,1600
Shreenath Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_8165/thumb/photo_8165_165829343543439_fix_w_480.png,"Asani Road, Jaisalmer photographer",photographers,3.0,Starting Price: 1700,"Asani Road, Jaisalmer photographer",photographers,jaisalmer,1700
Nitesh Anand...,https://cdn.venuelook.com/uploads/vendoralbums/album_8164/thumb/photo_8164_165829215539836_fix_w_480.png,"Sadar Bazar, Jaisalmer photographer",photographers,3.0,Starting Price: 1800,"Sadar Bazar, Jaisalmer photographer",photographers,jaisalmer,1800
Iclick Studioz,https://cdn.venuelook.com/uploads/vendoralbums/album_317/thumb/photo_317_158737951260478_480.jpg,"Sector-E, Shastri Nagar, Jodhpur photographer",photographers,3.0,Starting Price:  10000,"Sector-E, Shastri Nagar, Jodhpur photographer",photographers,jodhpur,10000
Studio Flashback,https://cdn.venuelook.com/uploads/vendoralbums/album_306/thumb/photo_306_158737284190515_480.jpg,"Sardarpura, Jodhpur photographer",photographers,4.0,Starting Price:  15000,"Sardarpura, Jodhpur photographer",photographers,jodhpur,15000
Sulabh Kala...,https://cdn.venuelook.com/uploads/vendoralbums/album_301/thumb/photo_301_158736889676605_480.jpg,", Ratanada, Jodhpur photographer",photographers,3.0,Starting Price:  50000,", Ratanada, Jodhpur photographer",photographers,jodhpur,50000
Shri Ram Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_311/thumb/photo_311_158737547659900_480.jpg,"Block-B,Sardarpura, Jodhpur photographer",photographers,3.0,Starting Price:  50000,"Block-B,Sardarpura, Jodhpur photographer",photographers,jodhpur,50000
Weddshooter,https://cdn.venuelook.com/uploads/vendoralbums/album_299/thumb/photo_299_158736772414081_480.jpg,"Block-E.Chopasni Housing Board, Jodhpur photographer",photographers,3.0,Starting Price:  20000,"Block-E.Chopasni Housing Board, Jodhpur photographer",photographers,jodhpur,20000
testtt,https://cdn.venuelook.com/uploads/vendoralbums/album_308/thumb/photo_308_158737432693664_480.jpg,"1st Pulia, Jodhpur photographer",photographers,3.0,Starting Price:  17000,"1st Pulia, Jodhpur photographer",photographers,jodhpur,17000
The Vintage Frame,https://cdn.venuelook.com/uploads/vendoralbums/album_303/thumb/photo_303_158737142119874_480.jpg,"Jaljog Circle, Jodhpur photographer",photographers,3.0,Starting Price:  25000,"Jaljog Circle, Jodhpur photographer",photographers,jodhpur,25000
Hiral Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_320/thumb/photo_320_158738132211915_480.jpg,"Pali, Jodhpur photographer",photographers,3.0,Starting Price:  7000,"Pali, Jodhpur photographer",photographers,jodhpur,7000
MUMAL STUDIO,https://cdn.venuelook.com/uploads/vendoralbums/album_313/thumb/photo_313_158737718668700_480.jpg,"Sardarpura, Jodhpur photographer",photographers,3.0,Starting Price:  10000,"Sardarpura, Jodhpur photographer",photographers,jodhpur,10000
Royal Rajwada...,https://cdn.venuelook.com/uploads/vendoralbums/album_302/thumb/photo_302_158737028374344_480.jpg,", Sardarpura, Jodhpur photographer",photographers,3.0,Starting Price:  7000,", Sardarpura, Jodhpur photographer",photographers,jodhpur,7000
Tales And Feathers,https://cdn.venuelook.com/uploads/vendoralbums/album_8296/thumb/photo_8296_16588391543648_fix_w_480.png,"Kuftadhar, Shimla photographer",photographers,3.0,Starting Price: 999,"Kuftadhar, Shimla photographer",photographers,shimla,999
The WedLock Tales,https://cdn.venuelook.com/uploads/vendoralbums/album_325/thumb/photo_325_158738431641444_480.jpg,"Sarvoday Nagar, Indore photographer",photographers,4.0,Starting Price:  7000,"Sarvoday Nagar, Indore photographer",photographers,indore,7000
Amber Studio...,https://cdn.venuelook.com/uploads/vendoralbums/album_318/thumb/photo_318_158738049216890_480.jpg,"Sudama Nagar, Indore photographer",photographers,4.0,Starting Price:  10000,"Sudama Nagar, Indore photographer",photographers,indore,10000
Indori Lensation,https://cdn.venuelook.com/uploads/vendoralbums/album_300/thumb/photo_300_158736777760429_480.jpg,"Sudama Nagar, Indore photographer",photographers,4.0,Starting Price:  5000,"Sudama Nagar, Indore photographer",photographers,indore,5000
FotoMagica Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_298/thumb/photo_298_158798684028859_480.jpg,"Vijay Nagar, Indore photographer",photographers,3.0,Starting Price:  10000,"Vijay Nagar, Indore photographer",photographers,indore,10000
Shaiwaz Sheikh...,https://cdn.venuelook.com/uploads/vendoralbums/album_323/thumb/photo_323_158738378554646_480.jpg,"Ashoka Colony, Indore photographer",photographers,4.0,Starting Price:  10000,"Ashoka Colony, Indore photographer",photographers,indore,10000
Oceans Shades,https://cdn.venuelook.com/uploads/vendoralbums/album_315/thumb/photo_315_158737804913213_480.jpg,"Vijay Nagar, Indore photographer",photographers,4.0,Starting Price:  5000,"Vijay Nagar, Indore photographer",photographers,indore,5000
Shadowgraphy Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_297/thumb/photo_297_158736370751017_480.jpg,"MG Road, Indore photographer",photographers,4.0,Starting Price:  15000,"MG Road, Indore photographer",photographers,indore,15000
The Riwaaz Weddings,https://cdn.venuelook.com/uploads/vendoralbums/album_1996/thumb/photo_1996_159689798539975_fix_w_480.JPG,"Manik Bagh Road, Indore photographer",photographers,5.0,Starting Price: 1400,"Manik Bagh Road, Indore photographer",photographers,indore,1400
Photographs by Pradyumn,https://cdn.venuelook.com/uploads/vendoralbums/album_310/thumb/photo_310_158737543277118_480.jpg,"Vaibhav Nagar Extension, Indore photographer",photographers,4.0,Starting Price:  6000,"Vaibhav Nagar Extension, Indore photographer",photographers,indore,6000
Bird Eye Production,https://cdn.venuelook.com/uploads/vendoralbums/album_309/thumb/photo_309_158737447873498_480.jpg,"Agra Bombay Road, Indore photographer",photographers,4.0,Starting Price:  10000,"Agra Bombay Road, Indore photographer",photographers,indore,10000
Shades By Aditya Vohra,https://cdn.venuelook.com/uploads/vendoralbums/album_305/thumb/photo_305_158799252698306_480.jpg,"Vijay Nagar, Indore photographer",photographers,4.0,Starting Price:  10000,"Vijay Nagar, Indore photographer",photographers,indore,10000
Life in Pixel Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4607/thumb/photo_4607_162073041466384_fix_w_480.jpg,"Aashiyana, Lucknow photographer",photographers,3.0,Starting Price:  10000,"Aashiyana, Lucknow photographer",photographers,lucknow,10000
Shubh Lagan Productions,https://cdn.venuelook.com/uploads/vendoralbums/album_4599/thumb/photo_4599_16207283849318_fix_w_480.jpg,"LDA Colony, Lucknow photographer",photographers,3.0,Starting Price:  6000,"LDA Colony, Lucknow photographer",photographers,lucknow,6000
John Photography,https://cdn.venuelook.com/uploads/vendoralbums/album_4582/thumb/photo_4582_162071024867246_fix_w_480.jpg,"Mahanagar, Lucknow photographer",photographers,3.0,Starting Price:  5000,"Mahanagar, Lucknow photographer",photographers,lucknow,5000
Universal Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4538/thumb/photo_4538_162047939622687_fix_w_480.jpg,"Raja Ji Puram, Lucknow photographer",photographers,3.0,Starting Price:  15000,"Raja Ji Puram, Lucknow photographer",photographers,lucknow,15000
Pawan Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4430/thumb/photo_4430_162031497919527_fix_w_480.jpg,"Gomti Nagar, Lucknow photographer",photographers,3.0,Starting Price:  8000,"Gomti Nagar, Lucknow photographer",photographers,lucknow,8000
Gulati Photo Art Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4427/thumb/photo_4427_162030747029196_fix_w_480.jpg,"Aminabad, Lucknow photographer",photographers,3.0,Starting Price:  6000,"Aminabad, Lucknow photographer",photographers,lucknow,6000
Sajan Studio,https://cdn.venuelook.com/uploads/vendoralbums/album_4399/thumb/photo_4399_162029770658847_fix_w_480.jpg,"Rajajipuram, Lucknow photographer",photographers,3.0,Starting Price:  10000,"Rajajipuram, Lucknow photographer",photographers,lucknow,10000
Shivank Jalan Photo,https://cdn.venuelook.com/uploads/vendoralbums/album_4349/thumb/photo_4349_162014192033289_fix_w_480.jpg,"Lalbagh, Lucknow photographer",photographers,3.0,Starting Price:  20000,"Lalbagh, Lucknow photographer",photographers,lucknow,20000
Ravi Photographer,https://cdn.venuelook.com/uploads/vendoralbums/album_4347/thumb/photo_4347_162013898614139_fix_w_480.jpg,"Indira Nagar, Lucknow photographer",photographers,3.0,Starting Price:  10000,"Indira Nagar, Lucknow photographer",photographers,lucknow,10000
Bluefox Camera,https://cdn.venuelook.com/uploads/vendoralbums/album_4299/thumb/photo_4299_16201190006622_fix_w_480.jpg,"Gomti Nagar, Lucknow photographer",photographers,3.0,Starting Price:  25000,"Gomti Nagar, Lucknow photographer",photographers,lucknow,25000
Karma Pixel Production,https://cdn.venuelook.com/uploads/vendoralbums/album_4293/thumb/photo_4293_16201126394245_fix_w_480.jpg,"Khurram Nagar, Lucknow photographer",photographers,3.0,Starting Price:  10000,"Khurram Nagar, Lucknow photographer",photographers,lucknow,10000
Immortal Stories,https://cdn.venuelook.com/uploads/vendoralbums/album_4254/thumb/photo_4254_161987790920671_fix_w_480.jpg,"Gomti Nagar, Lucknow photographer",photographers,3.0,Starting Price:  15000,"Gomti Nagar, Lucknow photographer",photographers,lucknow,15000
